subject,version,assignmentId,attribute,scale,min_diff,lb,ub,postfix,stamp,id
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,artistic,"",,0,100,"",2022-11-17 16:08:48,41004
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,funny,"",,0,100,"",2022-11-17 16:08:48,41005
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,plot,"",,0,100,"",2022-11-17 16:08:48,41006
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,romantic,"",,0,100,"",2022-11-17 16:08:48,41007
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,visual,"",,0,100,"",2022-11-17 16:08:48,41008
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,awesome soundtrack,"",,0,100,"",2022-11-17 16:08:48,41009
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,dialogue,"",,0,100,"",2022-11-17 16:08:48,41010
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,great acting,"",,0,100,"",2022-11-17 16:08:48,41011
5dc88a6643755e5f227e0488,ma_choice_v4_movie_observers_real1,5dc88a6643755e5f227e0488,good action,"",,0,100,"",2022-11-17 16:08:48,41012
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,awesome soundtrack,"",,0,100,"",2022-11-17 16:28:08,41013
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,artistic,"",,0,100,"",2022-11-17 16:28:08,41014
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,visual,"",,0,100,"",2022-11-17 16:28:08,41015
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,romantic,"",,0,100,"",2022-11-17 16:28:08,41016
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,plot,"",,0,100,"",2022-11-17 16:28:08,41017
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,great acting,"",,0,100,"",2022-11-17 16:28:08,41018
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,good action,"",,0,100,"",2022-11-17 16:28:08,41019
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,funny,"",,0,100,"",2022-11-17 16:28:08,41020
6323781f75962af097c34b5e,ma_choice_v4_movie_observers_real1,6323781f75962af097c34b5e,dialogue,"",,0,100,"",2022-11-17 16:28:08,41021
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,artistic,"",,0,100,"",2022-11-17 16:33:30,41022
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,romantic,"",,0,100,"",2022-11-17 16:33:30,41023
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,funny,"",,0,100,"",2022-11-17 16:33:30,41024
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,great acting,"",,0,100,"",2022-11-17 16:33:30,41025
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,visual,"",,0,100,"",2022-11-17 16:33:30,41026
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,plot,"",,0,100,"",2022-11-17 16:33:30,41027
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,dialogue,"",,0,100,"",2022-11-17 16:33:30,41028
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,good action,"",,0,100,"",2022-11-17 16:33:30,41029
59e1e3a23e4b5a00016a9c17,ma_choice_v4_movie_observers_real1,59e1e3a23e4b5a00016a9c17,awesome soundtrack,"",,0,100,"",2022-11-17 16:33:30,41030
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,artistic,"",,0,100,"",2022-11-17 16:38:50,41031
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,awesome soundtrack,"",,0,100,"",2022-11-17 16:38:50,41032
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,great acting,"",,0,100,"",2022-11-17 16:38:50,41033
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,visual,"",,0,100,"",2022-11-17 16:38:50,41034
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,funny,"",,0,100,"",2022-11-17 16:38:50,41035
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,good action,"",,0,100,"",2022-11-17 16:38:50,41036
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,romantic,"",,0,100,"",2022-11-17 16:38:50,41037
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,dialogue,"",,0,100,"",2022-11-17 16:38:50,41038
5a0a49e05d06850001affa34,ma_choice_v4_movie_observers_real1,5a0a49e05d06850001affa34,plot,"",,0,100,"",2022-11-17 16:38:50,41039
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,artistic,"",,0,100,"",2022-11-17 16:41:55,41040
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,dialogue,"",,0,100,"",2022-11-17 16:41:55,41041
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,plot,"",,0,100,"",2022-11-17 16:41:55,41042
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,awesome soundtrack,"",,0,100,"",2022-11-17 16:41:55,41043
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,visual,"",,0,100,"",2022-11-17 16:41:55,41044
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,great acting,"",,0,100,"",2022-11-17 16:41:55,41045
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,romantic,"",,0,100,"",2022-11-17 16:41:55,41046
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,funny,"",,0,100,"",2022-11-17 16:41:55,41047
5d3caf9429130a00015cd0e3,ma_choice_v4_movie_observers_real1,5d3caf9429130a00015cd0e3,good action,"",,0,100,"",2022-11-17 16:41:55,41048
56a68b2d9ce1c0000cf89299,ma_choice_v4_movie_observers_real1,56a68b2d9ce1c0000cf89299,artistic,"",,0,100,"",2022-11-17 16:51:58,41049
56a68b2d9ce1c0000cf89299,ma_choice_v4_movie_observers_real1,56a68b2d9ce1c0000cf89299,funny,"",,0,100,"",2022-11-17 16:51:58,41050
56a68b2d9ce1c0000cf89299,ma_choice_v4_movie_observers_real1,56a68b2d9ce1c0000cf89299,romantic,"",,0,100,"",2022-11-17 16:51:58,41051
56a68b2d9ce1c0000cf89299,ma_choice_v4_movie_observers_real1,56a68b2d9ce1c0000cf89299,visual,"",,0,100,"",2022-11-17 16:51:58,41052
56a68b2d9ce1c0000cf89299,ma_choice_v4_movie_observers_real1,56a68b2d9ce1c0000cf89299,great acting,"",,0,100,"",2022-11-17 16:51:58,41053
56a68b2d9ce1c0000cf89299,ma_choice_v4_movie_observers_real1,56a68b2d9ce1c0000cf89299,plot,"",,0,100,"",2022-11-17 16:51:58,41054
56a68b2d9ce1c0000cf89299,ma_choice_v4_movie_observers_real1,56a68b2d9ce1c0000cf89299,dialogue,"",,0,100,"",2022-11-17 16:51:58,41055
