subject,version,assignmentId,lex_real,lex_norm,lex_comp1,lex_comp1_number,lex_comp1_description,lex_comp1_answer,lex_comp2,lex_comp2_number,lex_comp2_description,lex_comp2_answer,binwts_real,binwts_norm,binwts_comp1,binwts_comp1_number,binwts_comp1_description,binwts_comp1_answer,binwts_comp2,binwts_comp2_number,binwts_comp2_description,binwts_comp2_answer,binatts_real,binatts_norm,binatts_comp1,binatts_comp1_number,binatts_comp1_description,binatts_comp1_answer,binatts_comp2,binatts_comp2_number,binatts_comp2_description,binatts_comp2_answer,signed_weights,full_or_lex,confidence,satisfaction,strategy,strategy2,metastrategy,consistency1,consistency2,consistency3,appropriateness,attention,choice_exp,choice_domain,meditation_exp1,meditation_exp2,meditation_exp3,meditation_exp4,meditation_exp5,meditation_exp6,decisionstyle_responses,bidr_responses,acs_responses,mindfulness_responses,sris_responses,maia_responses,icar_responses,icar_correct,icar_num_correct,suspicion,suspicion2,scale_rts,question_rts,attention_check,gender,age,race,edu,income,nativeEng,permission,feedback,trailer_name_real,trailer_name_reported,trailer_plot,instructions_times,section2_order,strat_q_order,weight_q_order,target_num,observer_num,target_id,target_id_num,target_version,total_time,stamp,id
5cc8cab1f67ce800171cc5b2,ma_choice_v4_rand_real1_followup,5cc8cab1f67ce800171cc5b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,3,3,3,3,3,3,3,3,3",,"2,1,0,1,1,2,1,1,1,2,1,0,1,1,2,0,1,1,1,0","2,2,1,1,2,1,2,1,1,2,1,2","1,2,3,1,4,3,2,3,2,4,3,3,4,1,4,1,1,1,1,4","4,4,4,3,3,3,4,3,3,4,4,4,3,4,4,3,2,2,4,3,3,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",11,,,"{""maia"":95818,""mindfulness"":35299,""sris"":72042,""acs"":95543,""decisionstyle"":127636,""icar"":352657}",,,,,,,,,,I don't understand what that arrows activity had to do with any of this but I'm not sure I was supposed to! :),,,,"[3898,13331,10862,21905,6395,4018]",,,,,,,,,1773720,2022-06-28 12:25:13,2678
5dd3cfb7b103ee3b428185b2,ma_choice_v4_rand_real1_followup,5dd3cfb7b103ee3b428185b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,3,3,3,3,3,3,4,2,2",,"2,1,2,1,1,2,2,2,1,1,2,2,1,0,2,1,0,0,1,2","1,2,0,1,1,1,1,1,1,1,0,1","1,2,3,2,3,3,1,3,3,3,4,3,3,3,3,3,2,2,3,3","2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""C"",""MX.46"":""D"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""H"",""R3D.4"":""A"",""R3D.6"":""H"",""R3D.8"":""F""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.47"",""MX.55"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",10,,,"{""decisionstyle"":34908,""sris"":70622,""mindfulness"":42824,""maia"":74042,""acs"":83904,""icar"":328773}",,,,,,,,,,Very interesting study. Good luck in your research!,,,,"[200235,20099,6870,6258,11740,9024]",,,,,,,,,1770163,2022-06-28 12:28:16,2682
6095fc75ab1d101e060d808b,ma_choice_v4_rand_real1_followup,6095fc75ab1d101e060d808b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,2,3,3,3,1,1,4,1,3",,"2,1,0,1,1,2,1,2,0,1,2,2,3,1,2,2,1,1,2,1","2,1,1,2,1,2,2,3,1,1,1,2","3,4,3,2,2,2,4,4,4,3,3,4,4,2,3,3,4,2,4,2","3,2,2,3,2,3,3,3,3,4,3,2,4,1,4,2,4,2,4,5,3,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""57"",""VR.19"":""Sunday"",""LN.7"":""T"",""LN.33"":""I"",""LN.34"":""V"",""LN.58"":""H"",""MX.45"":""B"",""MX.46"":""E"",""MX.47"":""D"",""MX.55"":""D"",""R3D.3"":""H"",""R3D.4"":""F"",""R3D.6"":""E"",""R3D.8"":""C""}","[""MX.55"",""VR.4"",""VR.16"",""VR.19""]",4,,,"{""acs"":32918,""decisionstyle"":16782,""maia"":33082,""mindfulness"":17091,""sris"":29176,""icar"":294786}",,,,,,,,,,No feed back.,,,,"[4327,18366,9518,8273,11678,6424]",,,,,,,,,1323289,2022-06-28 12:33:42,2684
62b266be3221a796f6ec80a7,ma_choice_v4_rand_real1_followup,62b266be3221a796f6ec80a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,2,2,3,2,1,2,2,2,2",,"1,1,0,1,1,1,2,1,0,1,1,0,1,2,1,1,2,1,1,0","2,3,0,1,2,1,3,2,1,1,2,2","2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2","3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""E"",""LN.34"":""Y"",""LN.58"":""M"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""B"",""R3D.6"":""D"",""R3D.8"":""B""}","[""LN.7"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""R3D.4"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",10,,,"{""acs"":65130,""mindfulness"":33012,""sris"":49698,""maia"":40483,""decisionstyle"":24562,""icar"":1297287}",,,,,,,,,,"The end took a little time, as I was groggy and unprepared for such questions.",,,,"[2314,9229,10374,6272,5534,2835]",,,,,,,,,2334573,2022-06-28 12:35:31,2685
600dcdff34fef66077146d8e,ma_choice_v4_rand_real1_followup,600dcdff34fef66077146d8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,4,4,4,4,0,0,0,0,0",,"1,1,2,1,1,2,1,1,1,1,2,0,2,0,2,1,1,1,1,0","1,1,3,3,3,1,0,2,1,2,1,1","0,0,5,0,3,4,0,5,5,4,0,4,3,4,3,1,1,1,1,3","1,2,1,4,4,3,2,4,4,1,2,4,2,5,4,4,5,4,0,2,0,2","{""VR.4"":""3"",""VR.16"":""It is impossible to tell"",""VR.17"":""57"",""VR.19"":""Tuesday"",""LN.7"":""V"",""LN.33"":""I"",""LN.34"":""Y"",""LN.58"":""M"",""MX.45"":""D"",""MX.46"":""C"",""MX.47"":""F"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""H"",""R3D.6"":""E"",""R3D.8"":""E""}","[""MX.55"",""VR.16""]",2,,,"{""decisionstyle"":30149,""sris"":52948,""acs"":77710,""maia"":70651,""mindfulness"":37333,""icar"":154431}",,,,,,,,,,Everything seemed good to me.,,,,"[1803,9132,2246,2079,621,882]",,,,,,,,,1249288,2022-06-28 12:37:58,2690
586372cae16d530001b345b8,ma_choice_v4_rand_real1_followup,586372cae16d530001b345b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,3,3,4,3,1,1,1,1,1",,"2,1,2,0,1,2,2,0,1,2,2,0,1,0,2,1,2,1,1,1","3,1,2,3,2,1,1,2,2,3,2,2","4,4,1,4,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4","3,4,4,2,4,1,2,3,2,4,4,1,3,4,4,2,4,1,2,4,4,2","{""VR.4"":""5"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""V"",""LN.33"":""F"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""E"",""R3D.4"":""H"",""R3D.6"":""F"",""R3D.8"":""F""}","[""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""R3D.6"",""VR.4"",""VR.17"",""VR.19""]",9,,,"{""sris"":104342,""decisionstyle"":48773,""maia"":105274,""mindfulness"":47025,""acs"":265415,""icar"":526577}",,,,,,,,,,time was correct,,,,"[76285,26641,1418,3145,3635,2093]",,,,,,,,,2261361,2022-06-28 12:38:54,2692
627e71af3701230cdc757652,ma_choice_v4_rand_real1_followup,627e71af3701230cdc757652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,4,3,4,4,2,2,2,2,2",,"0,0,0,3,3,0,0,0,1,2,0,0,2,2,1,1,2,3,3,1","3,0,1,2,1,1,1,2,2,3,3,3","1,0,1,1,1,2,3,0,2,0,2,1,4,0,5,0,1,0,0,4","4,5,5,3,5,5,4,5,5,5,5,5,5,4,3,4,5,3,5,5,4,5","{""VR.4"":""5"",""VR.16"":""Richard is taller than Matt"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""W"",""LN.33"":""F"",""LN.34"":""V"",""LN.58"":""H"",""MX.45"":""E"",""MX.46"":""D"",""MX.47"":""F"",""MX.55"":""F"",""R3D.3"":""G"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""MX.45"",""VR.4"",""VR.17""]",3,,,"{""acs"":162934,""sris"":109800,""decisionstyle"":52261,""mindfulness"":52059,""maia"":77315,""icar"":412611}",,,,,,,,,,hope u have a good day,,,,"[3973,7024,29515,3200,9658,4302]",,,,,,,,,2211459,2022-06-28 12:39:12,2694
610ad06e1d56abd7097c9e61,ma_choice_v4_rand_real1_followup,610ad06e1d56abd7097c9e61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,3,3,3,3,2,2,2,2,2",,"2,1,1,1,1,2,1,2,0,2,1,1,2,1,1,1,2,1,1,1","2,1,2,2,2,1,2,2,1,2,2,2","1,0,4,1,4,3,3,3,4,4,3,4,4,1,4,0,1,0,1,4","4,4,4,3,2,3,3,4,3,3,3,5,5,4,4,4,3,3,4,4,4,4","{""VR.4"":""5"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""M"",""MX.45"":""D"",""MX.46"":""C"",""MX.47"":""B"",""MX.55"":""C"",""R3D.3"":""E"",""R3D.4"":""H"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""MX.47"",""VR.4"",""VR.17"",""VR.19""]",7,,,"{""sris"":80160,""acs"":130252,""mindfulness"":38944,""decisionstyle"":48683,""maia"":89564,""icar"":468989}",,,,,,,,,,"Nothing confusing, took about the time you said. ",,,,"[7403,11713,7221,16072,6308,9311]",,,,,,,,,1790890,2022-06-28 12:39:41,2696
5aaeb037811b2000016f7e9f,ma_choice_v4_rand_real1_followup,5aaeb037811b2000016f7e9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,4,4,4,4,1,2,0,4,4",,"0,0,3,3,3,1,0,0,3,3,0,0,3,3,0,0,3,0,3,0","3,0,3,3,3,0,0,3,3,3,3,3","0,0,5,0,5,5,0,5,5,5,5,5,5,0,5,0,0,0,0,5","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5","{""VR.4"":""5"",""VR.16"":""Richard is as tall as Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""J"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""VR.4"",""VR.17"",""VR.19""]",10,,,"{""decisionstyle"":58121,""sris"":72133,""maia"":84144,""mindfulness"":52247,""acs"":128548,""icar"":791106}",,,,,,,,,,I had no issue with the study.,,,,"[3464,11680,8668,2179,1402,1392]",,,,,,,,,2007981,2022-06-28 12:44:42,2702
5d5497857aff650001a18c3c,ma_choice_v4_rand_real1_followup,5d5497857aff650001a18c3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,4,4,4,4,2,2,2,2,2",,"1,1,1,1,2,1,1,0,2,2,1,0,2,2,1,0,2,1,2,1","2,1,2,2,3,1,1,2,3,2,2,1","1,1,4,2,4,3,1,4,4,4,4,4,4,3,3,3,1,3,4,4","3,5,4,3,2,2,2,4,2,2,2,3,2,5,4,5,2,3,2,2,1,2","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Monday"",""LN.7"":""X"",""LN.33"":""F"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""D"",""MX.55"":""B"",""R3D.3"":""H"",""R3D.4"":""G"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.7"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""VR.4"",""VR.16"",""VR.17""]",8,,,"{""acs"":91409,""mindfulness"":36779,""decisionstyle"":41801,""sris"":59285,""maia"":79547,""icar"":692683}",,,,,,,,,,"Sometimes, if I concentrated TOO hard I noticed I felt less control over my right and left arrow fingers and would press the wrong decision even though I knew better. ",,,,"[4764,23755,3624,2471,14298,5608]",,,,,,,,,1894896,2022-06-28 12:45:20,2704
