subject,version,assignmentId,attribute,scale,min_diff,lb,ub,postfix,stamp,id
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Size of yard,"",150,0,600, square feet,2022-06-21 14:30:50,24980
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Year building was built,"",20,1950,2020,"",2022-06-21 14:30:50,24981
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-21 14:30:50,24982
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-21 14:30:50,24983
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-21 14:30:50,24984
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-21 14:30:50,24985
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-21 14:30:50,24986
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-21 14:30:50,24987
60ddc7abdf6661b9c294691f,ma_choice_v4_observers_real1,60ddc7abdf6661b9c294691f,Size of home,"",200,600,1800, square feet,2022-06-21 14:30:50,24988
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-21 14:32:53,24989
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-21 14:32:53,24990
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-21 14:32:53,24991
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Size of yard,"",150,0,600, square feet,2022-06-21 14:32:53,24992
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Size of home,"",200,600,1800, square feet,2022-06-21 14:32:53,24993
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Year building was built,"",20,1950,2020,"",2022-06-21 14:32:53,24994
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-21 14:32:53,24995
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-21 14:32:53,24996
61267bcd72257ca236f7f7a7,ma_choice_v4_observers_real1,61267bcd72257ca236f7f7a7,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-21 14:32:53,24997
5a792c898fe2dc0001058c3b,ma_choice_v4_observers_real1,5a792c898fe2dc0001058c3b,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-21 14:44:32,24998
5a792c898fe2dc0001058c3b,ma_choice_v4_observers_real1,5a792c898fe2dc0001058c3b,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-21 14:44:32,24999
